	PGS000706	PGS000957	PGS000958	PGS001320	PGS002777	PGS002778	PGS002994	PGS002995	PGS002996	PGS002997	PGS002998	PGS002999	PGS003000	PGS003001	PGS003002	PGS003003	PGS003004	PGS003005	PGS003006	PGS003007	PGS003008	PGS003009	PGS003010	PGS003011	PGS003012	PGS003013	PGS003014	PGS003015	PGS003016	PGS003017	PGS003018	PGS003019	PGS003020	PGS003021	PGS003022	PGS003023	PGS003024	PGS003025	PGS003026	PGS003027	PGS003028	PGS004191	PGS004193	PGS004194	PGS004195	PGS004455	PGS004456	PGS004525	PGS004526
hu5AE84D	2.86032370806886	0.4916605794969999	0.49346352905199986	0.9410551819293999	0.5309759999999997	0.15753889276799998	0.5006626292179097	1.4956878100000002	1.5078212800000004	-0.10587879646960334	0.35356555138248225	1.6927978853522283	0.23698996300000003	0.253761703	0.04694763872809056	0.02002255252210156	-0.014786631286475602	-1.1291999999999995	-5.799199999999999	2.7772206999999997e-05	-0.038021665779509994	-0.0014656879913434	-0.7360999999999999	-2.5131000000000006	4.7301126899999996e-05	-0.0067191648363410066	1.3165696569399463	0.301271689	0.290478913	0.04441830856901852	0.2451113889859238	0.04009300984546232	-0.2506	-0.2506	1.994584e-05	-0.017639697692716	0.019692009184779483	-0.132	-0.132	1.413018e-05	-0.02078190859797	0.22086917734492945	0.4360533065681435	0.28561460048881904	0.01186434744939547	0.09511403622156718	0.09971788079095582	0.01731747303588304	0.02415587749692381
hu5E55F5	1.178109189618634	-0.12495030092470011	-0.20099174228299976	-0.29287288226210006	-3.0068089999999996	-0.20226426710899983	-0.0765438454919817	-0.01023821000000008	0.01929834999999981	-0.22828269440806995	-0.0384418526943672	1.0091475816666196	0.06817728700000002	0.08770993500000002	0.06404397553754976	-0.08331200883408538	-0.0005903966826925	-1.3605	0.5280999999999993	1.3221585e-05	0.013208237767519997	0.0	-0.8202999999999997	3.4482000000000004	1.2945930600000006e-05	0.026153686281447007	1.3693504388323448	0.24082215899999998	0.227779623	0.010864546107908143	0.11729859664677526	-0.008506537678962582	0.0	0.0	2.6236009999999998e-05	0.033292124132324	0.06570104444112243	0.0	0.0	2.37056e-05	0.0201403000746	0.25431720740466784	0.3992287814891641	0.24515682463853153	-0.024524095022825772	-0.055476867081164075	0.0580457910902995	0.017957709507164365	0.0436211578969015
hu5FA322	1.3627756946288585	0.22355187207459995	0.276596198063	0.21108139220119998	-1.0904480000000008	-0.24637504302050028	-0.0951118305282308	-0.11384784999999997	-0.1471306400000002	-0.2698492802455651	-0.11202907470342192	1.1716614199327524	0.129451082	0.14416814600000002	0.009424189785797414	-0.06757087657099707	-0.018632198835332067	-0.6084999999999997	-8.0367	4.348998199999999e-05	-0.026110206388901998	-0.0029313759826868	-0.6670000000000004	-5.103800000000001	5.93211947e-05	0.006895953371715002	1.166918533521045	0.229678066	0.22210364500000002	0.09193299479105006	0.1679959375868151	0.036997951572519436	-0.2628	-0.2628	1.994584e-05	-0.0013901537880600025	0.0985985233931394	-0.264	-0.264	1.413018e-05	-0.007518564047035985	0.2710665829707143	0.39838790292334736	0.3013155078124515	-0.046146364287918004	-0.15905445056074982	-0.19352719421268116	0.03077274327148675	0.025789852453121275
hu6A01AF	3.797745098338466	1.0454938556	0.963495391578	0.8842705142302999	0.4912640000000001	-0.05802043880790019	0.4474979129216992	0.61543458	0.6748756400000001	0.18963966628137796	0.21705766616192426	0.6168075810333825	0.049576793	0.04999272500000001	0.06148108703703185	-0.07285742422447342	-0.001319305788756	0.747	-7.0619	6.2320551e-05	-0.00694022367029	0.0	0.5156000000000001	-3.9865999999999993	9.39246021e-05	0.0007757845076870017	0.6785328933434512	0.14942366499999998	0.139670966	0.09993730115558389	0.08303325255949094	0.24927432117311427	0.0	0.0	1.994584e-05	0.020928034231389996	0.2913209384661415	0.0	0.0	1.413018e-05	-0.021000880232770004	0.2688312642708266	0.4002176310856185	0.2770839792518459	0.010165643345155448	-0.24681370974802816	-0.07762454315062522	0.018259892435107065	0.040988479292515576
hu6C3F34	3.1509408866448996	0.5355153393472998	0.43086609687099997	0.7462508876217999	-0.36927100000000035	0.13747262181719966	0.7418410080192415	1.1746365	1.22966871	0.19398715179408418	0.2777585689412222	0.9586921473156224	0.030930794999999983	0.06716617300000008	0.04314855063329323	-0.1381648817481578	-0.020376751044156267	-1.2370999999999999	-3.318200000000001	-8.004620000000003e-06	-0.028466318739031014	-0.0029313759826868	-0.8677000000000001	-6.0772	-2.1374659999999998e-06	-0.01773264961243199	0.852307001887076	0.21756654200000003	0.21338680899999998	0.11105344661162839	0.035789825896079194	-0.008033492432664921	-0.2628	-0.2628	1.994584e-05	-0.022349884714069998	0.0077792565646654654	-0.264	-0.264	1.413018e-05	-0.03319792942367	0.2798462845434936	0.45210379148226865	0.30307350980001063	0.0057057704475096185	-0.13184448758772943	-0.2996177978872196	0.004657036911920648	-0.020214800886853814
hu6E4515	0.08113819835413416	0.26030200133059983	0.3331093818539999	-0.061745956923599854	-2.952881	-0.22856926757399978	0.11988850856509037	-0.10493644000000003	-0.019609050000000017	-0.17261958617048317	-0.056113223867715695	0.8838645430514883	0.0013104030000000016	0.008046669999999971	0.014635425735372413	-0.027518172966367667	-0.002018993145073172	-0.5254999999999999	-3.7143000000000015	1.2473257000000002e-05	0.014710213866056003	0.0	-0.5149999999999998	-5.9779	1.38467206e-05	0.02098267499778301	1.2001915976400772	0.17797347600000002	0.17076912099999997	0.012420771485546966	0.2316472652917017	0.0648492571601312	0.0	0.0	1.994584e-05	0.0322055031572	0.16459163144786632	0.0	0.0	1.413018e-05	0.0018559939330279984	0.28509033434331804	0.3732441324459109	0.26175639454003635	-0.026408596481203896	-0.15228419432837426	-0.15517904463678697	-0.01203145659867246	-0.021637994090796957
hu6ED94A	2.5702923749531434	0.5239882732182998	0.4059095056209999	0.6834967364548998	-0.5983480000000005	0.05742743559199971	0.4670932607694535	0.9087268700000003	0.92501984	0.13602486221389512	0.3261857399111133	0.9304168298830979	-0.035498455999999984	-0.02539099000000003	0.050663348198241864	-0.17758526956182544	-0.010730658470843701	0.3209000000000001	-3.8113	1.2961891999999995e-05	-0.031263165510035995	-0.0014656879913434	-0.4604999999999999	0.6749999999999998	1.3492449900000007e-05	-0.019113641376374998	1.3276212048630076	0.27255777000000003	0.259163686	0.03927985409442561	0.1422333415450849	0.03932483112558919	-0.1314	-0.1314	1.994584e-05	-0.008773851451435999	0.064949724057003	-0.132	-0.132	1.413018e-05	-0.020852527664645997	0.31435152540882455	0.5307802471248129	0.30620156882982025	-0.009607648117798604	0.27293839023832733	0.07995574837764943	0.09854660263772777	0.05964996969214535
hu7A2F1D	2.8526819806840265	0.558971659761	0.539135324299	0.24125275487640013	-1.6936539999999995	-0.42595668318192026	0.14397940436308018	0.11106891000000002	0.12454296000000009	0.011664615094753326	0.12994205700553615	0.6336121031342484	-0.008716309000000005	-0.00794281099999998	0.08929650213654405	-0.14693730225779011	-0.0019493849250441	-0.3831000000000001	-2.037099999999999	2.1242540999999997e-05	0.005582907760179997	0.0	-0.07049999999999995	1.2325	5.7734278000000005e-06	0.014147569549774	1.0009084860292188	0.193762819	0.182114546	0.05650060641713409	0.1145610177519921	0.14204798387759748	0.0	0.0	1.994584e-05	0.021054338734557993	0.15841921246626536	0.0	0.0	1.413018e-05	0.0007762878008100026	0.2517042635849836	0.34904394662421545	0.2400668235796813	-0.014322192225946793	-0.14991845413141897	-0.07124667428261328	0.002224710980033559	-0.0023448888472328957
hu8A5FBF	2.0921073320614796	0.2822828514943002	0.3247630447780003	0.19927474513639995	-1.7200769999999999	0.013232937122000119	0.19691597430818958	0.50992824	0.48567986	-0.17672012823611652	-0.03460528769691077	0.924659641846094	0.070405833	0.07599903599999996	0.047309772567218585	-0.2328064080584046	-0.0012008592307838	-0.3343999999999998	3.592500000000001	2.4442984e-05	-0.006865310302540001	0.0	-0.5471999999999999	0.7565999999999988	2.70919578e-05	0.005725596127859001	1.198580582023137	0.20526980300000006	0.19771618700000004	0.07499741330023056	0.10440304940164288	0.1479024509912859	0.0	0.0	1.994584e-05	0.007086300289787994	0.08657041680795666	0.0	0.0	1.413018e-05	-0.0021311954865599987	0.19318807407596994	0.46445280097718483	0.29356598718689436	-0.004178731558070331	-0.17197734659240302	-0.04530276966328399	-0.06203782164161136	-0.05301837060739492
hu8E87A9	2.1891910859903096	0.7449186890773001	0.6120412552250001	0.22950739003280018	0.3045849999999999	-0.11637027784839979	0.5459256814834939	0.9674529500000002	1.11344924	0.009803606840359868	0.3849573482059502	1.1479325421117927	0.07988853300000001	0.06909195699999998	0.04247270321635335	-0.0024005208572314383	-0.011734454392527939	-1.3810000000000002	2.668800000000001	-9.454249000000008e-06	-0.026298864222899995	-0.0014656879913434	-0.4335999999999998	3.5266999999999995	-1.1162020899999995e-05	-0.00037923476715400004	1.0605508746592585	0.210717078	0.20497868	-0.03859908378394274	0.12513550063117856	-0.012395052294733904	-0.1314	-0.1314	1.994584e-05	-0.0019815915154959996	-0.05181262464821916	-0.132	-0.132	1.413018e-05	-0.011190295341289997	0.35328288145708975	0.4292635663157472	0.2813697321294753	0.017402454559457325	0.32635954329927197	0.32473384688716633	0.08863446173946199	0.08367535545980882
